,ds,yhat
186,2016-08-04,6.671918947440776
187,2016-08-05,6.751599739401642
188,2016-08-06,6.765722838005762
189,2016-08-07,6.656954535278868
190,2016-08-08,6.604885302776762
191,2016-08-09,6.632071714391594
192,2016-08-10,6.695486375171628
193,2016-08-11,6.681854200777189
194,2016-08-12,6.890479444223047
195,2016-08-13,6.890798784540015
196,2016-08-14,6.782698559495104
197,2016-08-15,6.694526022576027
198,2016-08-16,6.725237475440333
199,2016-08-17,6.72064781040834
200,2016-08-18,6.7430342377107175
201,2016-08-19,6.7208445548420155
202,2016-08-20,6.763517106742485
203,2016-08-21,6.651374732159969
204,2016-08-22,6.596144419831602
205,2016-08-23,6.620430129857747
206,2016-08-24,6.681243519231867
207,2016-08-25,6.665339833979876
208,2016-08-26,6.741038852817852
209,2016-08-27,6.751468856347454
210,2016-08-28,6.63934421812694
211,2016-08-29,6.584293915781814
212,2016-08-30,6.6089032107320955
213,2016-08-31,6.6701635798244485
214,2016-09-01,6.654809228457464
215,2016-09-02,6.731138625454141
216,2016-09-03,6.742259017887534
217,2016-09-04,6.630864508815434
218,2016-09-05,6.576564985507542
219,2016-09-06,6.601928139134638
220,2016-09-07,6.663929654755026
221,2016-09-08,6.649364279703554
222,2016-09-09,6.726444313025057
223,2016-09-10,6.738267277299941
224,2016-09-11,6.627519564260596
225,2016-09-12,6.573805250306288
226,2016-09-13,6.599687953972856
227,2016-09-14,6.662140826365462
228,2016-09-15,6.647883015688228
229,2016-09-16,6.7252010609001776
230,2016-09-17,6.7371931899589725
231,2016-09-18,6.626547124571445
232,2016-09-19,6.572868698855047
233,2016-09-20,6.5987235527486385
234,2016-09-21,6.661086998090059
235,2016-09-22,6.6466804031503095
236,2016-09-23,6.723792552909631
237,2016-09-24,6.735523960339811
238,2016-09-25,6.624564727998516
239,2016-09-26,6.570523262456966
240,2016-09-27,6.59606292342396
241,2016-09-28,6.658067557018227
242,2016-09-29,6.643262528528379
243,2016-09-30,6.719941421389919
244,2016-10-01,6.731210506002442
245,2016-10-02,6.619766738334923
246,2016-10-03,6.565226579959044
247,2016-10-04,6.590167883546806
248,2016-10-05,6.651579924658589
249,2016-10-06,6.636199909015614
250,2016-10-07,6.712334397192895
251,2016-10-08,6.723103608635264
252,2016-10-09,6.611219193578403
253,2016-10-10,6.55631276787772
254,2016-10-11,6.580977460790708
255,2016-10-12,6.6422175650793776
256,2016-10-13,6.626784629447195
257,2016-10-14,6.834004383881015
258,2016-10-15,6.833359255295112
259,2016-10-16,6.724717298115233
260,2016-10-17,6.636431911313672
261,2016-10-18,6.6674606857829675
262,2016-10-19,6.663615158796221
263,2016-10-20,6.6871647935283445
264,2016-10-21,6.666545535061116
265,2016-10-22,6.7111800866758005
266,2016-10-23,6.6011877183356304
267,2016-10-24,6.548457725940986
268,2016-10-25,6.575569199097521
269,2016-10-26,6.6395066307296045
270,2016-10-27,6.6269962324070395
271,2016-10-28,6.706327319302173
272,2016-10-29,6.720596738196459
273,2016-10-30,6.612486933894838
274,2016-10-31,6.561594950584944
275,2016-11-01,6.5904746141440524
276,2016-11-02,6.656199290053421
277,2016-11-03,6.645361965918708
278,2016-11-04,6.726234243300878
279,2016-11-05,6.741899037999371
280,2016-11-06,6.635029137721548
281,2016-11-07,6.585216578735163
282,2016-11-08,6.615015070491765
283,2016-11-09,6.812396470029871
284,2016-11-10,6.790396952313907
285,2016-11-11,6.8744787754123315
286,2016-11-12,6.856458151506042
287,2016-11-13,6.755390379071047
288,2016-11-14,6.639698944993661
289,2016-11-15,6.707485253924271
290,2016-11-16,6.675865954413181
291,2016-11-17,6.697885357686262
292,2016-11-18,6.779268605338659
293,2016-11-19,6.795410369281866
294,2016-11-20,6.689030085276005
295,2016-11-21,6.639669313883219
296,2016-11-22,6.724909772293305
297,2016-11-23,6.75775425030209
298,2016-11-24,6.481207447732229
299,2016-11-26,6.817469850126757
300,2016-11-27,6.721899286190147
301,2016-11-28,6.673876783623058
302,2016-11-29,6.705610693194864
303,2016-11-30,6.774061423364161
304,2016-12-01,6.765925679811548
305,2016-12-02,6.980463502856302
306,2016-12-03,6.987051749380607
307,2016-12-04,6.885502098420545
308,2016-12-05,6.804073448715107
309,2016-12-06,6.84162153879635
310,2016-12-07,6.843850295298898
311,2016-12-08,6.872917647646187
312,2016-12-09,6.857146123064385
313,2016-12-10,6.906132405977922
314,2016-12-11,6.799598200522148
315,2016-12-12,6.749327306122631
316,2016-12-13,6.777800660057163
317,2016-12-14,6.9729201798469385
318,2016-12-15,6.9476564566424335
319,2016-12-16,7.027412076219667
320,2016-12-17,7.003951047858117
321,2016-12-18,6.896285464271006
322,2016-12-19,6.772806068377398
323,2016-12-20,6.83159335113053
324,2016-12-21,6.789756117471656
325,2016-12-22,6.8003449851021385
326,2016-12-23,6.9239954051333275
327,2016-12-24,6.892137725275875
328,2016-12-26,6.678095618331062
329,2016-12-27,6.688987355599018
330,2016-12-28,6.748101839766207
331,2016-12-29,6.7205968535646345
332,2016-12-30,6.8391581047843575
333,2016-12-31,6.803044218211347
334,2017-01-01,6.411367227345515
335,2017-01-02,6.5833005809843534
336,2017-01-03,6.5928652382789465
337,2017-01-04,6.651719209479725
338,2017-01-05,6.624743214182391
339,2017-01-06,6.690023253902215
340,2017-01-07,6.69079713533928
341,2017-01-08,6.5698782973291046
342,2017-01-09,6.506982407086145
343,2017-01-10,6.5247673502493395
344,2017-01-11,6.580281743125915
345,2017-01-12,6.560300335673769
346,2017-01-13,6.633144777143104
347,2017-01-14,6.641927725945035
348,2017-01-15,6.529330901019303
349,2017-01-16,6.474934367000939
350,2017-01-17,6.500989775140189
351,2017-01-18,6.564680193424519
352,2017-01-19,6.552649690554021
353,2017-01-20,6.633096221388865
354,2017-01-21,6.649018165432502
355,2017-01-22,6.542994573578791
356,2017-01-23,6.494516365380007
357,2017-01-24,6.526030669831553
358,2017-01-25,6.594393338924544
359,2017-01-26,6.586207912212263
360,2017-01-27,6.669649425072055
361,2017-01-28,6.6877109760544435
362,2017-01-29,6.582983599081644
363,2017-01-30,6.5349866972085024
364,2017-01-31,6.566211254978854
365,2017-02-01,6.764576827390646
366,2017-02-02,6.743077955833
367,2017-02-03,6.827145921744682
368,2017-02-04,6.808756525740681
369,2017-02-05,6.706774283264175
370,2017-02-06,6.589621354640086
371,2017-02-07,6.655406322513714
372,2017-02-08,6.62126061293174
373,2017-02-09,6.640249936937013
374,2017-02-10,6.718126448084484
375,2017-02-11,6.730316437254262
376,2017-02-12,6.619574601792636
377,2017-02-13,6.565576672583977
378,2017-02-14,6.590959220368263
379,2017-02-15,6.652767688911973
380,2017-02-16,6.637791041763641
381,2017-02-17,6.714381517498586
382,2017-02-18,6.725697502243554
383,2017-02-19,6.614480147510468
384,2017-02-20,6.560381059213468
385,2017-02-21,6.586003329335961
386,2017-02-22,6.648351010949248
387,2017-02-23,6.633856170073424
388,2017-02-24,6.711127997282309
389,2017-02-25,6.723269860705444
390,2017-02-26,6.612966950678837
391,2017-02-27,6.559815751982648
392,2017-02-28,6.586366772303627
393,2017-03-01,6.649575580705639
394,2017-03-02,6.636140454869936
395,2017-03-03,6.714325046029409
396,2017-03-04,6.72720398876067
397,2017-03-05,6.617442008637961
398,2017-03-06,6.564623787215488
399,2017-03-07,6.591296799781765
400,2017-03-08,6.654422182378682
401,2017-03-09,6.64071193779321
402,2017-03-10,6.718450908175127
403,2017-03-11,6.7307414673262285
404,2017-03-12,6.620281517858201
405,2017-03-13,6.566546729789656
406,2017-03-14,6.592271079514827
407,2017-03-15,6.785463122172661
408,2017-03-16,6.759197288063791
409,2017-03-17,6.838974345295437
410,2017-03-18,6.816647948091564
411,2017-03-19,6.711308475507469
412,2017-03-20,6.59141091836119
413,2017-03-21,6.655083518736305
414,2017-03-22,6.619464175038594
415,2017-03-23,6.6376121467592695
416,2017-03-24,6.715260747034673
417,2017-03-25,6.727805830466065
418,2017-03-26,6.617961093053585
419,2017-03-27,6.565351941900799
420,2017-03-28,6.59255672490459
421,2017-03-29,6.656556332613753
422,2017-03-30,6.644070520086839
423,2017-03-31,6.722986749781154
424,2017-04-01,6.7367827842185095
425,2017-04-02,6.628127088055728
426,2017-04-03,6.576600848625137
427,2017-04-04,6.60474058343681
428,2017-04-05,6.669489050569716
429,2017-04-06,6.65753276954782
430,2017-04-07,6.737124569409315
431,2017-04-08,6.751329097642788
432,2017-04-09,6.642801848053493
433,2017-04-10,6.591118970529024
434,2017-04-11,6.618820080018088
435,2017-04-12,6.682859121489533
436,2017-04-13,6.66994159928721
437,2017-04-14,6.803235557702904
438,2017-04-15,6.781837025541146
439,2017-04-16,6.404697595740977
440,2017-04-17,6.590835215658771
441,2017-04-18,6.614122927066177
442,2017-04-19,6.6862443771909845
443,2017-04-20,6.671791116370302
444,2017-04-21,6.748737643872167
445,2017-04-22,6.760225991459792
446,2017-04-23,6.648990773727871
447,2017-04-24,6.594686630155175
448,2017-04-25,6.619928673101724
449,2017-04-26,6.8127470051996335
450,2017-04-27,6.786231014499391
451,2017-04-28,6.865889407194322
452,2017-04-29,6.843576546637045
453,2017-04-30,6.738376306715878
454,2017-05-01,6.6187301943799834
455,2017-05-02,6.682746436422962
456,2017-05-03,6.647537028364262
457,2017-05-04,6.6661302590166525
458,2017-05-05,6.7442243734586045
459,2017-05-06,6.757177152470489
460,2017-05-07,6.647939824694523
461,2017-05-08,6.5958198743850245
462,2017-05-09,6.623355818849469
463,2017-05-10,6.687490611574441
464,2017-05-11,6.674909143411401
465,2017-05-12,6.75386082979042
466,2017-05-13,6.767405219169084
467,2017-05-14,6.658191180491551
468,2017-05-15,6.6057869304439345
469,2017-05-16,6.632723113779846
470,2017-05-17,6.69594398759579
471,2017-05-18,6.68214501041448
472,2017-05-19,6.759595251909991
473,2017-05-20,6.7713825619426835
474,2017-05-21,6.660192067632027
475,2017-05-22,6.605635277409092
476,2017-05-23,6.63029203016787
477,2017-05-24,6.691160371256824
478,2017-05-25,6.674992692153159
479,2017-05-26,6.750116589770933
480,2017-05-27,6.759678427180862
481,2017-05-28,6.646420209354284
482,2017-05-29,6.5900070982743415
483,2017-05-30,6.613067850157087
484,2017-05-31,6.67264329912518
485,2017-06-01,6.655521263539871
486,2017-06-02,6.730056365965968
487,2017-06-03,6.739412778242025
488,2017-06-04,6.626340528795541
489,2017-06-05,6.5705027132452125
490,2017-06-06,6.594515900432763
491,2017-06-07,6.655398860071307
492,2017-06-08,6.6399079824376965
493,2017-06-09,6.716357867865817
494,2017-06-10,6.727865077207379
495,2017-06-11,6.617125653589012
496,2017-06-12,6.563743723933821
497,2017-06-13,6.590273434965828
498,2017-06-14,6.784675244472657
499,2017-06-15,6.75996222555383
500,2017-06-16,6.841562286538781
501,2017-06-17,6.821246813315636
502,2017-06-18,6.718016877094404
503,2017-06-19,6.6002336961547154
504,2017-06-20,6.665929981139087
505,2017-06-21,6.632149098723716
506,2017-06-22,6.651859508585523
507,2017-06-23,6.730710083682975
508,2017-06-24,6.74402104665295
509,2017-06-25,6.634441470025327
510,2017-06-26,6.581545036206476
511,2017-06-27,6.6078727949158935
512,2017-06-28,6.670383888326812
513,2017-06-29,6.655792561546171
514,2017-06-30,6.732389894325883
515,2017-07-01,6.743288215316561
516,2017-07-02,6.631198792120529
517,2017-07-03,6.575760101725791
518,2017-07-04,6.599578945392195
519,2017-07-05,6.659679515208103
520,2017-07-06,6.6428387733808085
521,2017-07-07,6.717406622466431
522,2017-07-08,6.726548867932859
523,2017-07-09,6.61302360308688
524,2017-07-10,6.556508353471858
525,2017-07-11,6.579640272218478
526,2017-07-12,6.6394645152168055
527,2017-07-13,6.622769172513389
528,2017-07-14,6.828911178677906
529,2017-07-15,6.827368536651178
530,2017-07-16,6.7180569505616345
531,2017-07-17,6.62934075437472
532,2017-07-18,6.660180987562608
533,2017-07-19,6.656385145900927
534,2017-07-20,6.680211369508927
535,2017-07-21,6.66007740729692
536,2017-07-22,6.705381483379147
537,2017-07-23,6.596212853853972
538,2017-07-24,6.544426144639111
539,2017-07-25,6.572562096805116
540,2017-07-26,6.637564219157609
541,2017-07-27,6.626116177192393
542,2017-07-28,6.706464247653008
543,2017-07-29,6.721662778608293
544,2017-07-30,6.614353219220875
545,2017-07-31,6.564093987878433
546,2017-08-01,6.593403401039815
547,2017-08-02,6.659210723664061
548,2017-08-03,6.648193652546904
549,2017-08-04,6.728600658981294
550,2017-08-05,6.743496139648205
551,2017-08-06,6.635538953930472
552,2017-08-07,6.584311634864143
553,2017-08-08,6.6123625184932955
554,2017-08-09,6.676655878069183
555,2017-08-10,6.663908402327803
556,2017-08-11,6.873416409500652
557,2017-08-12,6.874609107194063
558,2017-08-13,6.767365976405899
559,2017-08-14,6.680028156721374
560,2017-08-15,6.71154668150293
561,2017-08-16,6.707732096093468
562,2017-08-17,6.73085823301034
563,2017-08-18,6.70937050158502
564,2017-08-19,6.752705841659787
565,2017-08-20,6.641002158759099
566,2017-08-21,6.58617136447892
567,2017-08-22,6.6108186846793116
568,2017-08-23,6.671957773377535
569,2017-08-24,6.656346500621211
570,2017-08-25,6.7323077826455915
571,2017-08-26,6.742973432260234
572,2017-08-27,6.6310616296649165
573,2017-08-28,6.57620531556668
574,2017-08-29,6.600993758583067
575,2017-08-30,6.662422383259156
576,2017-08-31,6.647229190860935
577,2017-09-01,6.723716215239748
578,2017-09-02,6.734993973446085
579,2017-09-03,6.623759494928208
580,2017-09-04,6.569625217161831
581,2017-09-05,6.595160988385869
582,2017-09-06,6.6573442554145945
583,2017-09-07,6.642896763432352
584,2017-09-08,6.7201062079550855
585,2017-09-09,6.732070799587121
586,2017-09-10,6.6214773292485365
587,2017-09-11,6.567930028177798
588,2017-09-12,6.593992472104581
589,2017-09-13,6.65663761811588
590,2017-09-14,6.642584313041186
591,2017-09-15,6.720118726300143
592,2017-09-16,6.732338680920884
593,2017-09-17,6.621931483273656
594,2017-09-18,6.568502557976697
595,2017-09-19,6.594617148337715
596,2017-09-20,6.65725018023229
597,2017-09-21,6.6431226356801245
598,2017-09-22,6.720522894299761
599,2017-09-23,6.7325510192167615
600,2017-09-24,6.621896588382302
601,2017-09-25,6.568167375745235
602,2017-09-26,6.593931138302635
603,2017-09-27,6.656165600487453
604,2017-09-28,6.641594973881046
605,2017-09-29,6.718511460697261
606,2017-09-30,6.730019706834935
607,2017-10-01,6.618814794092076
608,2017-10-02,6.56451106452766
609,2017-10-03,6.589684021941668
610,2017-10-04,6.651320391767708
611,2017-10-05,6.636154668540518
612,2017-10-06,6.7124905923337135
613,2017-10-07,6.723445515006484
614,2017-10-08,6.611728243296853
615,2017-10-09,6.556967651759465
616,2017-10-10,6.581754313210548
617,2017-10-11,6.643090233327691
618,2017-10-12,6.627725026494047
619,2017-10-13,6.834982920386738
620,2017-10-14,6.834315893688546
621,2017-10-15,6.7256210182516725
622,2017-10-16,6.637251875065527
623,2017-10-17,6.66816688480134
624,2017-10-18,6.664179077944498
625,2017-10-19,6.68756007085094
626,2017-10-20,6.666748598175637
627,2017-10-21,6.711170745128975
628,2017-10-22,6.600949691796406
629,2017-10-23,6.547979089130614
630,2017-10-24,6.574842726065669
631,2017-10-25,6.638530023466617
632,2017-10-26,6.625772221751074
633,2017-10-27,6.704863629621552
634,2017-10-28,6.718905911273506
635,2017-10-29,6.610586011716118
636,2017-10-30,6.559505021222394
637,2017-10-31,6.588220229453389
638,2017-11-01,6.653695453274883
639,2017-11-02,6.642637967002072
640,2017-11-03,6.723320472637082
641,2017-11-04,6.738826063598469
642,2017-11-05,6.631826758088111
643,2017-11-06,6.581912880781971
644,2017-11-07,6.611635522954878
645,2017-11-08,6.6779571472746095
646,2017-11-09,6.667588651508166
647,2017-11-10,6.879817253935073
648,2017-11-11,6.88406047893176
649,2017-11-12,6.780184287664107
650,2017-11-13,6.696515197153048
651,2017-11-14,6.731989203529565
652,2017-11-15,6.732402011490599
653,2017-11-16,6.760013316061991
654,2017-11-17,6.743255470432158
655,2017-11-18,6.791553670863486
656,2017-11-19,6.685035463323899
657,2017-11-20,6.635603689188528
658,2017-11-21,6.665855532892839
659,2017-11-22,6.73279721657529
660,2017-11-23,6.72317922377904
661,2017-11-24,6.805316440663933
662,2017-11-25,6.8223312185460285
663,2017-11-26,6.716929988806846
664,2017-11-27,6.668730766858545
665,2017-11-28,6.700303834832799
666,2017-11-29,6.768620728617293
667,2017-11-30,6.760389900977705
668,2017-12-01,6.974883477395351
669,2017-12-02,6.981490431554687
670,2017-12-03,6.88003426690477
671,2017-12-04,6.798785080593326
672,2017-12-05,6.836608848898675
673,2017-12-06,6.839218448696721
674,2017-12-07,6.868779162070667
675,2017-12-08,6.853618986799398
676,2017-12-09,6.90305086056772
677,2017-12-10,6.797084568408295
678,2017-12-11,6.747502404171808
679,2017-12-12,6.776781191807382
680,2017-12-13,6.841810145017556
681,2017-12-14,6.829229373030209
682,2017-12-15,7.038259276296016
683,2017-12-16,7.038256082507186
684,2017-12-17,6.929031537618504
685,2017-12-18,6.838866563259435
686,2017-12-19,6.86666166353161
687,2017-12-20,6.858188550063162
688,2017-12-21,6.875695698740524
689,2017-12-22,6.847618140314458
690,2017-12-23,6.883398586203788
691,2017-12-24,6.763197667007028
692,2017-12-25,6.698967377173858
693,2017-12-26,6.713370368660306
694,2017-12-27,6.7634946229192945
695,2017-12-28,6.736188372479025
696,2017-12-29,6.799879654938674
697,2017-12-30,6.797818503077533
698,2017-12-31,6.672852407629676
699,2018-01-01,6.604752400599102
700,2018-01-02,6.6162520655617785
701,2018-01-03,6.664494622741241
702,2018-01-04,6.636366487815638
703,2018-01-05,6.7003158170937445
704,2018-01-06,6.699594070701963
705,2018-01-07,6.577031249251315
706,2018-01-08,6.512362161182457
707,2018-01-09,6.528266026639594
708,2018-01-10,6.581814555073125
709,2018-01-11,6.559806875156098
710,2018-01-12,6.63058979992279
711,2018-01-13,6.637301420394328
712,2018-01-14,6.522648637046181
713,2018-01-15,6.466235933598214
714,2018-01-16,6.4906076409573075
715,2018-01-17,6.552698766640914
716,2018-01-18,6.539172704086825
717,2018-01-19,6.618244239900427
718,2018-01-20,6.632925788392323
719,2018-01-21,6.5258074014266985
720,2018-01-22,6.476387800845067
721,2018-01-23,6.5071186296491055
722,2018-01-24,6.57485695249923
723,2018-01-25,6.5662042831482355
724,2018-01-26,6.649330528992528
725,2018-01-27,6.667220763803873
