,ds,t,trend,seasonal_lower,seasonal_upper,trend_lower,trend_upper,yhat_lower,yhat_upper,holiday,holiday_lower,holiday_upper,scratch,scratch_lower,scratch_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,seasonal,yhat
272,2016-10-29,0.47304347826086957,6.6563745927866425,0.009480710126298397,0.1224114569367479,6.606648669301528,6.7065133304646,6.643268972051981,6.805089312453069,0.0,0.0,0.0,0.0,0.0,0.0,0.08422988706952418,0.0758230082810088,0.09289783288251902,-0.020007741659707187,-0.07521046552548943,0.031019678457825856,0.064222145409817,6.720596738196459
273,2016-10-30,0.4747826086956522,6.656248184067227,-0.10026308709669585,0.005025355123886669,6.606915924004099,6.706448040703493,6.530765580280138,6.691998726080227,0.0,0.0,0.0,0.0,0.0,0.0,-0.02628257225162672,-0.033956556095467265,-0.018918830448886266,-0.01747867792076195,-0.07292956812075264,0.035462031380344906,-0.043761250172388674,6.612486933894838
274,2016-10-31,0.4765217391304348,6.656121775347812,-0.14970351501340173,-0.04096900287714853,6.606890945070411,6.706382750942387,6.483409724376871,6.645654324031935,0.0,0.0,0.0,0.0,0.0,0.0,-0.07980550253542204,-0.08838855692857785,-0.07177103443820126,-0.014721322227446952,-0.07074368400577265,0.03726721961494925,-0.094526824762869,6.561594950584944
275,2016-11-01,0.4782608695652174,6.655995366628397,-0.12211620175075383,-0.017274749015511293,6.60587682438834,6.706273960324185,6.50775126269287,6.673240569161494,0.0,0.0,0.0,0.0,0.0,0.0,-0.053765114154956474,-0.06178711317922749,-0.04536621325198037,-0.011755638329387764,-0.06793908735332103,0.041376530258648944,-0.06552075248434423,6.5904746141440524
276,2016-11-02,0.48,6.655981273008988,-0.05945276445817028,0.05597822275146461,6.606139861340954,6.705410393284608,6.57390275817311,6.738438161479259,0.0,0.0,0.0,0.0,0.0,0.0,0.008821746460662486,0.0006252680137358024,0.017501702357124515,-0.008603729416229175,-0.06565923144567645,0.045138925678688886,0.00021801704443331037,6.656199290053421
277,2016-11-03,0.4817391304347826,6.655967179389577,-0.06940801856126139,0.04606410172698994,6.604302754257615,6.705255000574622,6.562275279080699,6.7246894350287425,0.0,0.0,0.0,0.0,0.0,0.0,-0.00531602028173036,-0.014348843824552475,0.0036386771330980026,-0.005289193189138843,-0.06250774761807672,0.04807397525884366,-0.010605213470869203,6.645361965918708
278,2016-11-04,0.4834782608695652,6.655953085770168,0.010799427250602827,0.12442620445979127,6.604533639295344,6.7043975699062175,6.646288665884137,6.8083712027186785,0.0,0.0,0.0,0.0,0.0,0.0,0.07211757569343807,0.06406464218389184,0.08003422296911705,-0.001836418162728495,-0.05855392015213702,0.051572646950749715,0.07028115753070958,6.726234243300878
279,2016-11-05,0.4852173913043478,6.655938992150759,0.024129571438806223,0.1426024570233861,6.604972545651014,6.7055962848517465,6.660790918818895,6.823066077914142,0.0,0.0,0.0,0.0,0.0,0.0,0.08422988706950682,0.07582300828100236,0.09289783288251084,0.0017301587791050891,-0.053390334818715066,0.055302053909650165,0.08596004584861192,6.741899037999371
280,2016-11-06,0.48695652173913045,6.6559248985313495,-0.07731202825252757,0.029342800658356396,6.6059069685691965,6.706070412374275,6.553509410538612,6.716336808952016,0.0,0.0,0.0,0.0,0.0,0.0,-0.026282572251402778,-0.033956556095243964,-0.018918830448681492,0.005386811441601793,-0.05060370757005806,0.057103235934846085,-0.020895760809800983,6.635029137721548
281,2016-11-07,0.48869565217391303,6.65591080491194,-0.12750494001534457,-0.017583323575230576,6.605829730998249,6.704917123622882,6.506901199090708,6.663486765930889,0.0,0.0,0.0,0.0,0.0,0.0,-0.07980550253546917,-0.08838855692861215,-0.07177103443823862,0.009111276358691727,-0.04753829850324258,0.06250984317060343,-0.07069422617677744,6.585216578735163
282,2016-11-08,0.49043478260869566,6.655896711292531,-0.10011944053873412,0.010607902753967696,6.60607540795911,6.705728707670134,6.534996259122058,6.690469168561906,0.0,0.0,0.0,0.0,0.0,0.0,-0.05376511415493394,-0.06178711317928776,-0.04536621325194587,0.012883473354168017,-0.04440024699600339,0.06744174045797949,-0.04088164080076592,6.615015070491765
283,2016-11-09,0.49217391304347824,6.655882617673122,0.10160438644832442,0.21207446166807303,6.606505746887605,6.705779366139084,6.731579199699725,6.893906783902761,0.0,0.0,0.0,0.13100593582818368,0.10839287869842806,0.1525510994132802,0.008821746460683007,0.0006252680137447556,0.017501702357139833,0.01668617006788209,-0.03996433642562184,0.07179797984919724,0.15651385235674878,6.812396470029871
284,2016-11-10,0.49391304347826087,6.655868524053712,0.07285799788458482,0.19890007297805318,6.606498059015021,6.7052984990711515,6.704306328005677,6.871494089990911,0.0,0.0,0.0,0.11933888199165117,0.0971128470412777,0.14024700495929332,-0.005316020281634266,-0.014348843824413543,0.003638677133206428,0.020505566550177736,-0.034743845613177865,0.07470023439271058,0.13452842826019465,6.790396952313907
285,2016-11-11,0.4956521739130435,6.655854430434303,0.1601413794210681,0.27323997630301844,6.60684301948885,6.704538910795781,6.787377689770134,6.949146916336962,0.0,0.0,0.0,0.12217499182898292,0.09915794674779287,0.14428320589326338,0.07211757569346972,0.06406464218392299,0.08003422296914375,0.024331777455575455,-0.030788548555803385,0.07861019881785546,0.21862434497802807,6.8744787754123315
286,2016-11-12,0.4973913043478261,6.655840336814894,0.13942868834920508,0.26222961386208593,6.604836964166876,6.704022133222827,6.774859816533239,6.942440036262607,0.0,0.0,0.0,0.08822873607619476,0.06816925151442202,0.10737184366208588,0.08422988706970364,0.07582300828120603,0.09289783288270889,0.028159191545250588,-0.025214021879255165,0.08305332699797256,0.20061781469114898,6.856458151506042
287,2016-11-13,0.4991304347826087,6.6558262431954835,0.04472963336620486,0.15880888364491136,6.604218845154315,6.70347012717197,6.674915263880457,6.841032606268329,0.0,0.0,0.0,0.09386001702713452,0.07293102527366493,0.11714742593978152,-0.02628257225151233,-0.03395655609535232,-0.018918830448780493,0.0319866910999414,-0.02232647902489772,0.08592489012043811,0.09956413587556359,6.755390379071047
288,2016-11-14,0.5008695652173913,6.655812149576074,-0.07148601271826667,0.03953000715078038,6.605222891931869,6.703933636550007,6.557225897694849,6.718516777172226,0.0,0.0,0.0,0.027874580565126157,0.008432657766434312,0.04767487455311615,-0.0798055025353957,-0.08838855692855613,-0.07177103443817112,0.035817717387856635,-0.018842653814244593,0.08954950703219795,-0.01611320458241291,6.639698944993661
289,2016-11-15,0.5026086956521739,6.655798055956665,-0.005698971189867875,0.10932093153290473,6.604836461545906,6.705527416376282,6.627096940831595,6.792558049461273,0.0,0.0,0.0,0.06579213967903033,0.04469811649305753,0.08752450785113361,-0.05376511415486877,-0.06178711317917132,-0.04536621325189104,0.039660172443444344,-0.012673503514051221,0.0924629407473963,0.0516871979676059,6.707485253924271
290,2016-11-16,0.5043478260869565,6.655783962337256,-0.034446149181161775,0.08033854497964175,6.604085121306127,6.704186782779939,6.5941361710545685,6.761039464994367,0.0,0.0,0.0,-0.032265906373718685,-0.056518845024469216,-0.006970423682951587,0.008821746460662009,0.0006252680137417009,0.01750170235712918,0.043526151988982284,-0.006771426255848881,0.09668008451195509,0.020081992075925606,6.675865954413181
291,2016-11-17,0.5060869565217392,6.655769868717846,-0.009901352785776191,0.09744426287728727,6.60354502062724,6.704436262881713,6.61456225417625,6.77629874922121,0.0,0.0,0.0,0.0,0.0,0.0,-0.0053160202817217235,-0.014348843824527582,0.00363867713312162,0.04743150925013791,-0.002653157550518385,0.10063272516099052,0.04211548896841619,6.697885357686262
292,2016-11-18,0.5078260869565218,6.655755775098436,0.07455927103236484,0.18021796405747603,6.603004919948351,6.703962063792909,6.698347294295461,6.8565429630575645,0.0,0.0,0.0,0.0,0.0,0.0,0.07211757569344596,0.06406464218389948,0.08003422296913616,0.05139525454677715,0.002695211810826373,0.10558747404692737,0.12351283024022311,6.779268605338659
